"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.review","Answer.utterance","Approve","Reject"
"3CMIQF80GOZ0IAYL2ZVA15ONPLH6Q1","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:25 PDT 2019","3","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:25 PDT 2019","","","35USIKEBNTPI1XJND98VMVP7GW86NJ","A191V8LNTTLHSA","Rejected","Wed May 01 00:38:16 PDT 2019","Wed May 01 00:38:32 PDT 2019","Sat May 04 00:38:32 PDT 2019","","Wed May 01 11:01:56 PDT 2019","Did not include spicy seafood pasta","16","33% (9/27)","33% (9/27)","33% (9/27)","My husband brought me here for our 2nd year anniversary and I love the ambience of this place.  That includes the music and environment.  The food was amazing.  We ordered the truffle fries and it was great!!!  I ordered the spicy seafood pasta and my husband ordered the amazing chicken and rice au gratin.  The cocktails were awesome and we had a great night.  The service was fast and the waiter was very pleasant to talk to.  It wasn't pricey either which was a surprise given the amazing service there.  This is a definite go!","NONE"
"3CMIQF80GOZ0IAYL2ZVA15ONPLH6Q1","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:25 PDT 2019","3","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:25 PDT 2019","","","3MB8LZR5BH2ZCC1R30MHJMQ0C0YLKF","A1KBC84ASS7YK8","Approved","Wed May 01 11:16:54 PDT 2019","Wed May 01 11:17:39 PDT 2019","Sat May 04 11:17:39 PDT 2019","Wed May 01 11:18:11 PDT 2019","","","45","90% (9/10)","90% (9/10)","90% (9/10)","My husband brought me here for our 2nd year anniversary and I love the ambience of this place.  That includes the music and environment.  The food was amazing.  We ordered the truffle fries and it was great!!!  I ordered the spicy seafood pasta and my husband ordered the amazing chicken and rice au gratin.  The cocktails were awesome and we had a great night.  The service was fast and the waiter was very pleasant to talk to.  It wasn't pricey either which was a surprise given the amazing service there.  This is a definite go!","truffle fries, spicy seafood pasta, chicken and rice au gratin"
"3CMIQF80GOZ0IAYL2ZVA15ONPLH6Q1","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:25 PDT 2019","3","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:25 PDT 2019","","","3SKEMFQBZ5E4X5H89BDDEH4USWQ8KZ","AIBX0FFXVGV3G","Rejected","Wed May 01 00:23:12 PDT 2019","Wed May 01 00:24:23 PDT 2019","Sat May 04 00:24:23 PDT 2019","","Wed May 01 00:34:07 PDT 2019","Continuously did not answer the questions","71","2% (2/124)","2% (2/124)","2% (2/124)","My husband brought me here for our 2nd year anniversary and I love the ambience of this place.  That includes the music and environment.  The food was amazing.  We ordered the truffle fries and it was great!!!  I ordered the spicy seafood pasta and my husband ordered the amazing chicken and rice au gratin.  The cocktails were awesome and we had a great night.  The service was fast and the waiter was very pleasant to talk to.  It wasn't pricey either which was a surprise given the amazing service there.  This is a definite go!","none"
"3RTFSSG7T9FNLSXE1C0IIDO63HMWL2","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:25 PDT 2019","1","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:25 PDT 2019","","","30BXRYBRP66OLGCI1TQMF5ROIMPWHY","A1YTTONN7UXWVB","Rejected","Wed May 01 00:25:28 PDT 2019","Wed May 01 00:26:33 PDT 2019","Sat May 04 00:26:33 PDT 2019","","Wed May 01 22:34:32 PDT 2019","Bulk Reject:  Either left dishes out, misspelled dishes, left parts of the dish out out or included words that are not dishes, or did not correctly separate the list with commas.","65","71% (10/14)","71% (10/14)","71% (10/14)","If there are two things I like, they are eating and drinking. And gastropubs really let me do both at the same time very well. So they're already on a good footing with me.  Gaspar is a very nice place inside. It has a cozy, warm feeling, with its dim (but not too dim) interior, exposed brick and wood. Tip: you can get in either on Rue de la Commune or Rue Saint Paul, or through the hotel to which it is attached.  Both times I came I sat at the bar, and received excellent and friendly service. The first time it was Monday evening, and it was dead (and late November...and cold outside). I had the (BBQ Bourbon Bacon) Burger (that's a lot of Bs). While it was cooked more than I'd have liked (I wasn't asked how I wanted it done, and didn't think to specify...stupid me!) it still tasted very good. Cooked a bit less it could be a top 20 burger for me. I also subbed fries out for cheesy mashed taters (no extra charge) and they were yummy too. Oh, and I had a pint of beer, which was beery good.  Second visit, Thursday night and the place was much more hopping. There was live music, drink specials and a generally good vibe in the place. I had steak frites, which was cooked to the medium I specified (I was asked this time) and good, though not exceptional. The fries (aka frites) were very good. The highlight of the meal, believe it or not, was the pea soup which was so good I almost licked the bowl when I finished! You can bet I'll be ordering that again next time I'm there. Oh, and I had a house beer or two ($6/pint).  You can bet I'll be back (probably very soon)!","burger,steak frites,fries (aka frites)"
"3QMELQS6Y6K0UBDLFEKA6VYSL7J6R2","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:25 PDT 2019","1","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:25 PDT 2019","","","37C0GNLMHHC9FLSAOFUSQQDD2S26DX","A3HPDH93L0FPNU","Approved","Wed May 01 00:16:53 PDT 2019","Wed May 01 00:17:28 PDT 2019","Sat May 04 00:17:28 PDT 2019","Wed May 01 21:52:18 PDT 2019","","","35","76% (26/34)","76% (26/34)","76% (26/34)","Great burger. One of the best fast food burgers I've ever had, right behind 5 guys.","BURGER"
"3A3KKYU7P4Q7RAFZ1O1XIQ3V3MCWM4","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:25 PDT 2019","1","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:25 PDT 2019","","","3LRKMWOKB7QO0LE5TV7MR5F4A5BZ29","A18RF6O02KK5I5","Rejected","Wed May 01 00:28:46 PDT 2019","Wed May 01 00:29:33 PDT 2019","Sat May 04 00:29:33 PDT 2019","","Wed May 01 08:50:37 PDT 2019","Did not read reviews and gave junk data multiple times","47","3% (1/29)","3% (1/29)","3% (1/29)","I've been a fan of Pita Jungle since my ASU days, when I lived down the street from the Apache location. Now I live in the Arcadia area so this is the one we frequent. I haven't noticed a huge difference between the two locations, same great food, same stoned servers.  My usual is the Portabello burger. The balsamic marinade they use is fantastic. The presentation is a little messy, but once it hits your lips it's so good.  I pass on the new potatoes for steamed spinach and it's pretty amazing.  Everyone knows the hummus rocks. I love how they let you split up a small order between the roasted bell pepper and jalapeno cilantro. It's like a little hummus sampler for less than $5.  The service can be spotty, especially when it comes to drink refills, but I've surprisingly never had an order come out incorrectly. I normally would not be surprised by this standard service expectation being consistently fulfilled, but I have had some BAKED servers here, so the fact that they can remember my steamed spinach substitution each and every time is kind of impressive. So, good job, stoned servers. Maybe work on the drink thing, though.","Pita ,burger,"
"3K8CQCU3KFAD9S0ZDPGXV5SV8CMWN4","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:25 PDT 2019","1","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:25 PDT 2019","","","3LEIZ60CDL8Z05Z4E4M11SNIGBMZ92","A3HPDH93L0FPNU","Rejected","Wed May 01 00:32:37 PDT 2019","Wed May 01 00:33:25 PDT 2019","Sat May 04 00:33:25 PDT 2019","","Wed May 01 19:50:15 PDT 2019","left out dishes","48","76% (26/34)","76% (26/34)","76% (26/34)","There is nothing bad in here !! It's true. Amazing bagels, bakery section, I've always loved their sandwiches and there omelets are so good. I remember they used to be in the sun coast hotel and they had some amazing sugar free desserts. I don't know if they make them anymore. Sad . But do go, it's so good .","sandwiches, omelets"
"3WYZV0QBFKMQXJGSK47A6T680PFBXO","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:25 PDT 2019","1","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:25 PDT 2019","","","3S06PH7KSTDE8ZRDI9IBVUMWUHN1DV","A3NZC0P3E4R8HP","Approved","Wed May 01 00:24:20 PDT 2019","Wed May 01 00:24:35 PDT 2019","Sat May 04 00:24:35 PDT 2019","Wed May 01 22:13:46 PDT 2019","","","15","70% (19/27)","70% (19/27)","70% (19/27)","We arrived for our reservation at 7:15pm.  They seated us right on time.  The resturant was fairly loud at first but once the family dinner croed cleared out at 7:30pm it quieted down.  The food and service was outstanding, and at a very reasonable price.  I highly recommend Mimi's very a late dinner.","none"
"3XEDXEGFX4XJTWEBN5VWWI2NDC3K0M","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:38 PDT 2019","1","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:38 PDT 2019","","","39N5ACM9HGW5M1XYRVOZAUL46CG9PS","A3UNY9FSBWUFRX","Approved","Wed May 01 00:33:16 PDT 2019","Wed May 01 00:33:56 PDT 2019","Sat May 04 00:33:56 PDT 2019","Wed May 01 22:14:48 PDT 2019","","","40","80% (16/20)","80% (16/20)","80% (16/20)","Went in for a lunch. Steak sandwich was delicious, and the Caesar salad had an absolutely delicious dressing, with a perfect amount of dressing, and distributed perfectly across each leaf. I know I'm going on about the salad ... But it was perfect.  Drink prices were pretty good.  The Server, Dawn, was friendly and accommodating. Very happy with her.  In summation, a great pub experience. Would go again!","steak sandwich, Caesar salad"
"3T8DUCXY0OF0S9SBHASHQKQCZTO9TT","3U9G08NWHYFOKM3DQQMD3REFGFFNCZ","Extract restaurant dishes from reviews","Given a restaurant review, extract the names of dishes from the review","chat, utterance, data collection, dishes, reviews, food","$0.01","Wed May 01 00:12:35 PDT 2019","1","BatchId:3626886;OriginalHitTemplateId:928390845;","180","259200","Sat May 04 00:12:35 PDT 2019","","","32VNZTT0A9DP1871NSWXYHA3L2N4RG","A1V9MN88VQ1LEB","Approved","Wed May 01 00:14:47 PDT 2019","Wed May 01 00:15:11 PDT 2019","Sat May 04 00:15:11 PDT 2019","Wed May 01 22:34:24 PDT 2019","","","24","74% (29/39)","74% (29/39)","74% (29/39)","I'm not into seafood but it was my husbands birthday and he loves it.. There were other options then seafood that made me happy...and my husband said his was great..","none"
